Frame_Number,Time,TouchLeft,TouchRight,Box_FencerID1,Box_FencerID2,SkeletonID1,SkeletonID2
150,1.25125,0,0,"1230,932,1512,1348","1351,872,1752,1357","1474,998;1432,1025;1413,1040;1422,1038;1401,1116;1427,1208;1445,1301;1452,1018;1416,1028;1359,1008;1400,1109;1392,1193;1398,1297","1503,949;1501,994;1488,1022;1430,1034;1584,1119;1552,1199;1567,1301;1587,981;1660,1004;1736,999;1642,1112;1640,1228;1672,1304"
151,1.2595916666666667,0,0,"1230,923,1515,1349",NaN,"1471,977;1420,1012;1403,1050;1450,1058;1346,1105;1418,1209;1442,1310;1423,995;1364,1006;1343,997;1336,1096;1368,1203;1321,1310",NaN
152,1.2679333333333334,0,0,"1229,922,1512,1349",NaN,"1481,966;1426,1006;1410,1051;1459,1061;1347,1107;1421,1208;1438,1310;1430,986;1367,1004;1343,997;1337,1097;1366,1206;1314,1309",NaN
153,1.276275,0,0,"1226,915,1511,1349",NaN,"1487,967;1416,1005;1391,1057;1451,1067;1324,1103;1417,1200;1440,1308;1431,983;1366,997;1367,992;1320,1094;1373,1205;1325,1306",NaN
154,1.2846166666666667,0,0,NaN,"1323,873,1721,1353",NaN,"1435,955;1442,1001;1406,1040;1334,1057;1546,1115;1486,1192;1497,1320;1531,978;1610,993;1668,991;1610,1101;1612,1221;1674,1315"
155,1.2929583333333334,0,0,NaN,"1316,873,1715,1354",NaN,"1427,952;1433,998;1400,1039;1331,1058;1533,1112;1470,1190;1474,1322;1523,975;1598,991;1656,991;1598,1098;1608,1221;1675,1316"
156,1.3013000000000001,0,0,NaN,"1310,872,1710,1353",NaN,"1413,950;1427,997;1395,1042;1325,1063;1528,1110;1458,1191;1458,1324;1509,972;1586,989;1638,991;1591,1095;1604,1219;1675,1317"
157,1.3096416666666666,0,0,NaN,"1301,872,1704,1354",NaN,"1403,944;1421,993;1397,1044;1328,1065;1515,1107;1446,1188;1447,1323;1498,968;1573,989;1618,997;1578,1093;1596,1217;1675,1316"
158,1.3179833333333333,0,0,NaN,"1298,874,1699,1353",NaN,"1393,943;1412,993;1390,1046;1326,1070;1505,1108;1441,1189;1445,1322;1489,968;1564,990;1619,1000;1569,1093;1594,1218;1672,1315"
159,1.326325,0,0,NaN,"1291,873,1694,1353",NaN,"1383,935;1406,987;1384,1046;1317,1079;1500,1104;1426,1188;1414,1326;1482,963;1557,990;1612,1009;1563,1090;1590,1217;1666,1318"
160,1.3346666666666667,0,0,NaN,"1283,872,1690,1354",NaN,"1377,930;1393,987;1380,1045;1319,1076;1478,1109;1409,1186;1399,1316;1477,963;1554,993;1624,1011;1549,1096;1589,1222;1665,1312"
161,1.3430083333333334,0,0,NaN,"1279,873,1687,1354",NaN,"1367,931;1384,987;1374,1046;1312,1076;1474,1107;1404,1184;1399,1318;1470,961;1549,987;1616,999;1545,1093;1582,1219;1656,1313"
162,1.35135,0,0,NaN,"1272,866,1686,1353",NaN,"1353,927;1377,983;1365,1045;1300,1080;1472,1104;1395,1183;1386,1316;1456,958;1535,986;1599,1004;1538,1089;1575,1215;1653,1309"
163,1.3596916666666667,0,0,NaN,"1267,866,1684,1353",NaN,"1341,924;1368,981;1361,1047;1297,1083;1459,1099;1377,1176;1368,1306;1443,956;1524,989;1584,1015;1525,1086;1569,1209;1650,1301"
164,1.3680333333333334,0,0,NaN,"1264,865,1684,1353",NaN,"1334,927;1368,985;1364,1051;1297,1084;1453,1100;1360,1178;1339,1311;1432,959;1502,989;1544,1011;1511,1088;1563,1211;1652,1305"
165,1.3763750000000001,0,0,NaN,"1256,863,1677,1351",NaN,"1333,922;1360,981;1360,1047;1299,1079;1438,1100;1353,1179;1337,1308;1430,959;1503,994;1553,1022;1502,1089;1559,1210;1643,1303"
166,1.3847166666666666,0,0,NaN,"1250,865,1670,1351",NaN,"1324,918;1354,975;1355,1048;1296,1079;1425,1095;1340,1179;1314,1307;1414,953;1480,999;1525,1047;1481,1085;1547,1207;1634,1301"
167,1.3930583333333333,0,0,NaN,"1243,865,1661,1347",NaN,"1319,927;1346,986;1347,1057;1295,1086;1418,1103;1337,1179;1327,1303;1408,963;1472,1003;1511,1039;1475,1092;1538,1209;1640,1297"
168,1.4014,0,0,NaN,"1219,864,1633,1346",NaN,"1307,920;1339,981;1354,1058;1292,1081;1412,1101;1328,1177;1328,1301;1396,954;1459,995;1473,1020;1466,1089;1511,1207;1620,1296"
169,1.4097416666666667,0,0,NaN,"1217,858,1637,1349",NaN,"1303,925;1333,987;1345,1063;1287,1081;1398,1105;1316,1178;1317,1302;1389,959;1448,1001;1453,1028;1452,1093;1510,1210;1628,1295"
170,1.4180833333333334,0,0,NaN,"1219,857,1638,1348",NaN,"1289,918;1323,982;1344,1063;1283,1080;1388,1104;1310,1182;1323,1308;1377,953;1438,997;1437,1029;1444,1091;1494,1212;1615,1301"
171,1.426425,0,0,NaN,"1211,851,1637,1352",NaN,"1271,925;1305,988;1327,1062;1276,1082;1377,1108;1300,1180;1304,1306;1356,959;1420,996;1446,1017;1429,1095;1487,1213;1609,1297"
172,1.4347666666666667,0,0,NaN,"1206,849,1633,1354",NaN,"1263,923;1295,987;1316,1064;1269,1091;1362,1110;1288,1185;1284,1308;1349,962;1413,1006;1446,1037;1417,1099;1480,1217;1598,1301"
173,1.4431083333333334,0,0,NaN,"1193,847,1622,1356",NaN,"1265,922;1293,985;1313,1065;1269,1093;1350,1108;1279,1183;1271,1312;1346,963;1404,1013;1431,1055;1403,1098;1469,1214;1588,1304"
